Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2017,30 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,72.0,82.0,99.0,37700.0,29.0,7.8
2012,30 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,61.0,79.0,97.0,32800.0,32.80387685290764,10.1
2012,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",84.0,53.0,62.0,96.0,28200.0,32.0,10.1
2012,18 mois après le diplôme,femmes,"Droit, économie et gestion",83.0,62.268107698141826,60.0,95.0,26700.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",87.0,64.0,71.0,97.0,31500.0,28.0,8.6
2017,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,63.0,76.0,99.0,31200.0,22.0,7.8
2017,18 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,58.0,73.0,98.0,30400.0,22.0,7.8
2018,30 mois après le diplôme,femmes,"Droit, économie et gestion",93.0,62.0,86.0,98.0,33500.0,22.0,7.8
2018,18 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,69.0,81.0,99.0,33800.0,20.0,7.8
2019,30 mois après le diplôme,hommes,"Droit, économie et gestion",95.0,72.0,89.0,99.0,37400.0,20.0,7.2
2020,30 mois après le diplôme,femmes,"Droit, économie et gestion",96.0,65.0,89.0,99.0,35400.0,20.0,6.9
2020,18 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,70.0,82.0,99.0,39000.0,18.0,6.9
2016,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",95.0,67.0,87.0,99.0,33800.0,22.0,8.5
2018,30 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,73.0,89.0,99.0,36800.0,20.0,7.8
2012,30 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,65.0,85.0,99.0,33800.0,32.80387685290764,10.1
2011,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,63.0,84.0,98.0,32500.0,29.0,9.7
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,64.0,76.0,99.0,32100.0,20.0,8.6
2017,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,61.0,59.0,97.0,30400.0,31.0,7.8
2020,30 mois après le diplôme,femmes,"Droit, économie et gestion",92.0,65.0,64.0,97.0,34300.0,34.0,6.9
2020,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,70.0,65.0,96.0,34300.0,32.0,6.9
2020,18 mois après le diplôme,hommes,"Droit, économie et gestion",87.0,69.0,55.0,94.0,35600.0,30.0,6.9
2018,30 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,72.0,69.0,97.0,35400.0,31.0,7.8
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,68.0,71.0,98.0,32800.0,31.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,64.0,70.0,96.0,33200.0,33.0,7.8
2013,30 mois après le diplôme,femmes,"Droit, économie et gestion",84.0,43.0,65.0,93.0,26900.0,43.0,9.9
2017,18 mois après le diplôme,hommes,"Droit, économie et gestion",90.0,64.0,65.0,98.0,31700.0,24.0,7.8
2013,18 mois après le diplôme,hommes,"Droit, économie et gestion",82.0,51.0,55.0,95.0,28700.0,33.0,9.9
2017,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,53.0,61.0,98.0,28100.0,26.0,7.8
2018,18 mois après le diplôme,femmes,"Droit, économie et gestion",87.0,43.0,65.0,94.0,28000.0,31.0,7.8
2019,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",93.0,61.0,73.0,99.0,33500.0,37.0,7.2
2019,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,53.0,7.2
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,59.0,75.0,98.0,31200.0,26.0,7.8
2016,30 mois après le diplôme,hommes,"Droit, économie et gestion",90.0,49.0,78.0,94.0,31500.0,32.0,8.5
2015,30 mois après le diplôme,femmes,"Droit, économie et gestion",89.0,47.0,68.0,94.0,28900.0,40.0,8.6
2015,18 mois après le diplôme,femmes,"Droit, économie et gestion",87.0,41.0,54.0,93.0,27500.0,40.0,8.6
2013,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",92.0,65.0,45.0,98.0,26700.0,18.0,9.9
2013,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2018,18 mois après le diplôme,femmes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,femmes,"Droit, économie et gestion",83.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,48.0,9.3
2017,30 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2012,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",86.0,59.0,47.0,91.0,29569.70041714069,26.0,10.1
2018,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",91.0,65.0,49.0,99.0,27800.0,35.0,7.8
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2020,30 mois après le diplôme,hommes,"Droit, économie et gestion",87.0,66.0,85.0,97.0,38000.0,35.0,6.9
2019,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",81.0,59.0,70.0,99.0,33600.0,44.0,7.2
2020,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",87.0,40.0,62.0,92.0,35900.0,44.0,6.9
2018,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,64.0,80.0,98.0,34300.0,43.0,7.8
2014,30 mois après le diplôme,hommes,"Droit, économie et gestion",96.0,68.0,85.0,98.0,37300.0,23.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",94.0,64.0,67.0,99.0,31200.0,36.0,7.2
2015,30 mois après le diplôme,hommes,"Droit, économie et gestion",94.0,67.0,88.0,99.0,38000.0,17.0,8.6
2020,18 mois après le diplôme,hommes,"Droit, économie et gestion",79.0,77.0,60.0,96.0,33800.0,25.0,6.9
2018,30 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,65.0,86.0,98.0,41000.0,37.0,7.8
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",92.0,59.0,79.0,98.0,33400.0,17.0,8.6
2017,18 mois après le diplôme,femmes,"Lettres, langues, arts",85.0,42.0,53.0,85.0,25000.0,44.0,7.8
2013,30 mois après le diplôme,hommes,"Lettres, langues, arts",84.0,51.0,70.0,83.0,27800.0,36.0,9.9
2017,18 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,41.0,57.0,83.0,25300.0,42.0,7.8
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",81.0,47.0,56.0,82.0,23700.0,41.0,9.3
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",89.0,51.0,72.0,89.0,28900.0,43.0,6.9
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,45.0,59.0,86.0,28900.0,43.0,6.9
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,38.0,54.0,81.0,23400.0,41.0,8.5
2018,30 mois après le diplôme,hommes,"Lettres, langues, arts",81.0,50.0,66.0,84.0,28600.0,38.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,45.0,69.0,85.0,27300.0,42.0,7.8
2012,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,43.0,54.0,80.0,24000.0,34.0,10.1
2015,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",82.0,37.0,51.0,80.0,23400.0,39.0,8.6
2018,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",80.0,39.0,61.0,75.0,24800.0,41.0,7.8
2013,30 mois après le diplôme,hommes,"Lettres, langues, arts",81.0,46.0,61.0,72.0,25000.0,32.0,9.9
2013,18 mois après le diplôme,hommes,"Lettres, langues, arts",74.0,37.0,51.0,72.0,23200.0,32.0,9.9
2013,30 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,33.0,51.0,72.0,23400.0,32.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",81.0,39.0,57.0,78.0,24900.0,37.0,9.3
2018,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",79.0,35.0,52.0,72.0,23400.0,41.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",76.0,37.0,52.0,71.0,23400.0,37.0,9.3
2019,30 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,42.0,57.0,74.0,25800.0,45.0,7.2
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",76.0,48.0,59.0,79.0,23400.0,34.0,9.3
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",85.0,40.0,58.0,76.0,26500.0,41.0,6.9
2020,18 mois après le diplôme,hommes,"Lettres, langues, arts",84.0,46.0,53.0,79.0,27900.0,35.0,6.9
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.0,46.0,68.0,79.0,27000.0,39.0,6.9
2016,18 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,42.0,53.0,77.0,23400.0,35.0,8.5
2016,30 mois après le diplôme,hommes,"Lettres, langues, arts",76.0,44.0,63.0,79.0,28100.0,35.0,8.5
2015,30 mois après le diplôme,femmes,"Lettres, langues, arts",82.0,36.0,56.0,74.0,23400.0,35.0,8.6
2012,30 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,40.0,57.0,72.0,23400.0,32.80387685290764,10.1
2011,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",80.0,48.0,57.0,76.0,23700.0,29.0,9.7
2013,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2013,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2016,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2017,18 mois après le diplôme,femmes,"Lettres, langues, arts",92.0,48.0,34.0,74.0,24800.0,40.0,7.8
2017,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",92.0,49.0,35.0,74.0,24800.0,39.0,7.8
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",91.0,61.0,27.0,64.0,22300.0,32.0,9.9
2018,30 mois après le diplôme,femmes,"Lettres, langues, arts",98.0,55.0,45.0,85.0,25500.0,38.0,7.8
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",98.0,63.0,38.0,86.0,28100.0,38.0,7.8
2014,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,59.0,35.0,85.0,23400.0,19.0,9.3
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",85.0,54.0,35.0,66.0,26700.0,50.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",97.0,52.0,38.0,76.0,22900.0,31.0,8.5
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",85.0,55.0,36.0,64.0,26800.0,50.0,6.9
2016,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2015,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,59.0,52.0,77.0,25000.0,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,"Lettres, langues, arts",94.0,75.0,26.0,74.0,23400.0,24.0,8.6
2012,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",93.0,54.0,39.0,75.0,22600.0,31.0,10.1
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2015,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2017,18 mois après le diplôme,hommes,"Lettres, langues, arts",86.0,46.0,52.0,71.0,29569.70041714069,38.0,7.8
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",90.0,56.0,72.0,94.0,30400.0,42.0,6.9
2020,30 mois après le diplôme,hommes,"Lettres, langues, arts",90.0,69.0,74.0,95.0,35100.0,33.0,6.9
2019,18 mois après le diplôme,hommes,"Lettres, langues, arts",80.0,65.0,52.0,82.0,30200.0,43.0,7.2
2019,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.2
2020,30 mois après le diplôme,femmes,"Lettres, langues, arts",85.0,48.0,77.0,90.0,27100.0,43.0,6.9
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",80.0,33.0,52.0,75.0,21500.0,42.0,8.5
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,38.0,59.0,88.0,27100.0,43.0,6.9
2015,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,44.0,54.0,83.0,23900.0,37.0,8.6
2012,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2015,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",78.0,38.0,45.0,79.0,21800.0,37.0,8.6
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",83.0,30.0,60.0,92.0,24300.0,42.0,9.9
2014,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,31.0,59.0,94.0,24700.0,48.0,9.3
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,34.0,74.0,95.0,26500.0,48.0,9.3
2019,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,45.0,68.0,95.0,29900.0,47.0,7.2
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",90.0,53.0,81.0,96.0,31200.0,47.0,6.9
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",86.0,48.0,81.0,99.0,31700.0,44.0,7.8
2015,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,28.0,62.0,92.0,25000.0,45.0,8.6
2017,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,78.0,82.0,91.0,28100.0,30.0,9.9
2013,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2016,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2018,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",90.0,69.0,62.0,83.0,27400.0,47.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.0,61.0,53.0,76.0,23400.0,37.0,8.5
2015,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,47.0,45.0,75.0,23400.0,39.0,8.6
2013,30 mois après le diplôme,femmes,"Lettres, langues, arts",86.0,60.0,73.0,90.0,26400.0,26.0,9.9
2014,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,44.0,62.0,84.0,26500.0,35.0,9.3
2019,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.2
2014,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,43.0,58.0,82.0,26500.0,35.0,9.3
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",92.0,51.0,60.0,85.0,26500.0,36.0,8.5
2016,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",80.0,39.0,63.0,93.0,27300.0,45.0,7.8
2014,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,36.0,59.0,88.0,26700.0,40.0,6.9
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",87.0,32.0,58.0,88.0,26100.0,40.0,6.9
2018,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2011,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.0,46.0,41.0,89.0,25000.0,29.0,9.7
2018,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,44.0,54.0,79.0,24200.0,33.0,7.8
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,34.0,55.0,76.0,22900.0,42.0,9.3
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",79.0,16.0,35.0,73.0,22800.0,45.0,6.9
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",82.0,43.0,42.0,74.0,23200.0,40.0,8.5
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,86.0,56.0,57.0,83.0,26100.0,31.0,9.9
2017,18 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,60.0,50.0,81.0,25700.0,37.0,7.8
2014,18 mois après le diplôme,hommes,Sciences humaines et sociales,81.0,55.0,49.0,86.0,26300.0,30.0,9.3
2020,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,91.0,65.0,62.0,89.0,29600.0,39.0,6.9
2016,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.0,67.0,64.0,90.0,30000.0,32.0,8.5
2012,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,86.0,57.0,57.0,83.0,26400.0,32.0,10.1
2015,30 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,58.0,58.0,83.0,26500.0,35.0,8.6
2012,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,81.0,53.0,44.0,79.0,25000.0,32.0,10.1
